CÓDIGO ACCIDENTE;CÓDIGO VEHÍCULO;CÓDIGO PERSONA;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO PERSONA;GRAVEDAD;LUGAR ATENCIÓN LESIONADO;LUGAR DE DEFUNCIÓN;SITUACIÓN DE PERSONA;PAÍS DE NACIONALIDAD;OTRO PAÍS DE NACIONALIDAD;EDAD;SEXO;POSEE LICENCIA;ESTADO LICENCIA;CLASE_LICENCIA;¿SE SOMETIÓ A DOSAJE ETÍLICO CUALITATIVO?;RESULTADO DEL DOSAJE ETÍLICO CUALITATIVO;¿SE SOMETIÓ A DOSAJE ETÍLICO CUANTITATIVO?;VEHÍCULO;FECHA;AÑO;MES;DIA;HORA;CLASE DE SINIESTRO;CAUSA    ;CAUSA ESPECIFICA     
A-2021-05-124;V-2021-05-124-1;P-2021-05-124-1-1;LIMA;LIMA;LURIGANCHO;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;27;MASCULINO;NO;VIGENTE;A I;NO;NO CORRESPONDE;NO;MOTOCICLETA;1/05/2021;2021;MAYO;SÁBADO;5;CHOQUE FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-05-2;V-2021-05-2-1;P-2021-05-2-1-1;ICA;PISCO;SAN CLEMENTE;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;17;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;1/05/2021;2021;MAYO;SÁBADO;20;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-05-319;V-2021-05-319-1;P-2021-05-319-1-2;ANCASH;SANTA;NUEVO CHIMBOTE;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;88;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;SI;MOTOCICLETA;1/05/2021;2021;MAYO;SÁBADO;15;ATROPELLO;IMPRUDENCIA DEL CONDUCTOR;NO DAR PASO PREFERENTE AL PEATÓN
A-2021-05-319;V-2021-05-319-1;P-2021-05-319-1-1;ANCASH;SANTA;NUEVO CHIMBOTE;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;15;MASCULINO;;SIN LICENCIA;SIN LICENCIA;SI;NEGATIVO;SI;MOTOCICLETA;1/05/2021;2021;MAYO;SÁBADO;15;ATROPELLO;IMPRUDENCIA DEL CONDUCTOR;NO DAR PASO PREFERENTE AL PEATÓN
A-2021-05-36;V-2021-05-36-1;P-2021-05-36-1-2;PUNO;SAN ROMAN;JULIACA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;55;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;CAMIONETA RURAL;1/05/2021;2021;MAYO;SÁBADO;18;ATROPELLO;IMPRUDENCIA DEL PEATÓN;CRUCE INDEBIDO POR LA CALZADA
A-2021-05-70;V-2021-05-70-1;P-2021-05-70-1-3;CUSCO;CALCA;LAMAY;PEATÓN;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;4;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;CAMIONETA PICK UP;1/05/2021;2021;MAYO;SÁBADO;16;ATROPELLO;NEGLIGENCIA DEL CONDUCTOR;OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2021-05-70;V-2021-05-70-1;P-2021-05-70-1-2;CUSCO;CALCA;LAMAY;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;25;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;SI;CAMIONETA PICK UP;1/05/2021;2021;MAYO;SÁBADO;16;ATROPELLO;NEGLIGENCIA DEL CONDUCTOR;OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2021-05-9;V-2021-05-9-1;P-2021-05-9-1-2;CAJAMARCA;CHOTA;CHOTA;PASAJERO;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;18;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO INDICA;NO INDICA;NO;MOTOCICLETA;1/05/2021;2021;MAYO;SÁBADO;16;DESPISTE;NO INDICA;NO INDICA
A-2021-05-9;V-2021-05-9-1;P-2021-05-9-1-1;CAJAMARCA;CHOTA;CHOTA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;18;FEMENINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;1/05/2021;2021;MAYO;SÁBADO;16;DESPISTE;NO INDICA;NO INDICA
A-2021-05-94;V-2021-05-94-2;P-2021-05-94-2-1;JUNIN;HUANCAYO;SICAYA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;59;MASCULINO;NO;NO CORRESPONDE;NO CORRESPONDE;SI;NEGATIVO;SI;BICICLETA;1/05/2021;2021;MAYO;SÁBADO;11;CHOQUE;NO INDICA;NO INDICA
A-2021-05-95;V-2021-05-95-1;P-2021-05-95-1-2;LIMA;BARRANCA;BARRANCA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;70;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;SI;CAMIONETA PICK UP;1/05/2021;2021;MAYO;SÁBADO;0;ATROPELLO;IMPRUDENCIA DEL PEATÓN;ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-125;V-2021-05-125-1;P-2021-05-125-1-1;LIMA;LIMA;LIMA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;NO INDICA;IDENTIFICADO;PERÚ;NO CORRESPONDE;26;MASCULINO;NO;VENCIDA;B IIb;NO;NO CORRESPONDE;NO;MOTOCICLETA;2/05/2021;2021;MAYO;DOMINGO;9;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-05-3;V-2021-05-3-2;P-2021-05-3-2-1;JUNIN;CHANCHAMAYO;CHANCHAMAYO;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;18;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;SI;MOTOCICLETA;2/05/2021;2021;MAYO;DOMINGO;3;CHOQUE;NO INDICA;NO INDICA
A-2021-05-126;V-2021-05-126-1;P-2021-05-126-1-2;LIMA;LIMA;EL AGUSTINO;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;NO IDENTIFICADO;OTRO;NO INDICA;N/I;N/I;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;AUTOMÓVIL;3/05/2021;2021;MAYO;LUNES;6;ATROPELLO;IMPRUDENCIA DEL PEATÓN;ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-127;V-2021-05-127-1;P-2021-05-127-1-2;LIMA;LIMA;COMAS;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;NO IDENTIFICADO;PERÚ;NO CORRESPONDE;N/I;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;ÓMNIBUS;3/05/2021;2021;MAYO;LUNES;15;ATROPELLO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-05-228;V-2021-05-228-1;P-2021-05-228-1-2;JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;10;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;AUTOMÓVIL;3/05/2021;2021;MAYO;LUNES;8;ATROPELLO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-05-29;V-2021-05-29-1;P-2021-05-29-1-1;APURIMAC;COTABAMBAS;COYLLURQUI;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;27;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;SI;MOTOCICLETA;3/05/2021;2021;MAYO;LUNES;2;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-29;V-2021-05-29-1;P-2021-05-29-1-2;APURIMAC;COTABAMBAS;COYLLURQUI;PASAJERO;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;33;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;3/05/2021;2021;MAYO;LUNES;2;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-318;V-2021-05-318-1;P-2021-05-318-1-1;HUANUCO;HUANUCO;CHURUBAMBA;SIN CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;47;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;CAMIÓN;3/05/2021;2021;MAYO;LUNES;16;DESPISTE;IMPRUDENCIA DEL PASAJERO/OCUPANTE;OTRO (IMPRUDENCIA DEL PASAJERO/OCUPANTE)
A-2021-05-37;V-2021-05-37-1;P-2021-05-37-1-1;PUNO;SAN ROMAN;JULIACA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;46;MASCULINO;NO;RETENIDA;A IIb;SI;POSITIVO;NO;MOTOCICLETA;3/05/2021;2021;MAYO;LUNES;7;DESPISTE;NEGLIGENCIA DEL CONDUCTOR;OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2021-05-5;V-2021-05-5-2;P-2021-05-5-2-1;PUNO;CHUCUITO;DESAGUADERO;CONDUCTOR;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;56;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;SI;MOTOCICLETA;3/05/2021;2021;MAYO;LUNES;18;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-05-5;V-2021-05-5-1;P-2021-05-5-1-1;PUNO;CHUCUITO;DESAGUADERO;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;34;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;3/05/2021;2021;MAYO;LUNES;18;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-05-8;V-2021-05-8-1;P-2021-05-8-1-1;PIURA;PIURA;CATACAOS;CONDUCTOR;FALLECIDO;NO CORRESPONDE;CAMINO AL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;28;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;SI;POSITIVO;SI;MOTOCICLETA;3/05/2021;2021;MAYO;LUNES;20;CHOQUE;NO INDICA;NO INDICA
A-2021-05-7;V-2021-05-7-2;P-2021-05-7-2-1;ICA;ICA;SUBTANJALLA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;41;MASCULINO;SI;VIGENTE;A IIIc;NO;NO CORRESPONDE;NO;MOTOCICLETA;4/05/2021;2021;MAYO;MARTES;6;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;GIRAR IMPRUDENTEMENTE
A-2021-05-73;V-2021-05-73-2;P-2021-05-73-2-1;PIURA;SULLANA;SULLANA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;NO INDICA;IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;39;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO INDICA;NO INDICA;NO INDICA;MOTOCICLETA;4/05/2021;2021;MAYO;MARTES;16;CHOQUE FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-05-82;V-2021-05-82-1;P-2021-05-82-1-2;CUSCO;CANCHIS;SAN PEDRO;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;80;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;SI;ÓMNIBUS;4/05/2021;2021;MAYO;MARTES;20;ATROPELLO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-05-11;V-2021-05-11-1;P-2021-05-11-1-2;ANCASH;HUARAZ;OLLEROS;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;77;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;5/05/2021;2021;MAYO;MIÉRCOLES;7;ATROPELLO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-05-11;V-2021-05-11-1;P-2021-05-11-1-1;ANCASH;HUARAZ;OLLEROS;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;38;MASCULINO;SI;VENCIDA;A IIb;SI;NEGATIVO;SI;MOTOCICLETA;5/05/2021;2021;MAYO;MIÉRCOLES;7;ATROPELLO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-05-128;V-2021-05-128-1;P-2021-05-128-1-2;LIMA;LIMA;LIMA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;NO IDENTIFICADO;PERÚ;NO CORRESPONDE;N/I;N/I;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;CAMIONETA RURAL;5/05/2021;2021;MAYO;MIÉRCOLES;21;ATROPELLO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-05-19;V-2021-05-19-1;P-2021-05-19-1-2;PIURA;PIURA;CATACAOS;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;OTRO;COLOMBIA;31;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;SI;POSITIVO;SI;REMOLCADOR - SEMIRREMOLQUE;5/05/2021;2021;MAYO;MIÉRCOLES;0;ATROPELLO;NO INDICA;NO INDICA
A-2021-05-258;V-2021-05-258-1;P-2021-05-258-1-1;LAMBAYEQUE;CHICLAYO;MONSEFU;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;24;MASCULINO;SI;OBSERVADA;B;NO;NO CORRESPONDE;NO;MOTOCICLETA;5/05/2021;2021;MAYO;MIÉRCOLES;20;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-05-308;V-2021-05-308-2;P-2021-05-308-2-1;ICA;PISCO;SAN CLEMENTE;CONDUCTOR;FALLECIDO;NO CORRESPONDE;NO INDICA;IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;83;MASCULINO;;NO CORRESPONDE;NO CORRESPONDE;NO INDICA;NO INDICA;NO INDICA;BICICLETA;5/05/2021;2021;MAYO;MIÉRCOLES;13;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-05-129;V-2021-05-129-1;P-2021-05-129-1-2;LIMA;LIMA;CHACLACAYO;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;NO IDENTIFICADO;PERÚ;NO CORRESPONDE;N/I;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;AUTOMÓVIL;6/05/2021;2021;MAYO;JUEVES;13;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-05-142;V-2021-05-142-1;P-2021-05-142-1-2;PUNO;HUANCANE;TARACO;PEATÓN;FALLECIDO;NO CORRESPONDE;NO INDICA;IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;60;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO INDICA;NO INDICA;NO INDICA;CAMIONETA RURAL;7/05/2021;2021;MAYO;VIERNES;9;ATROPELLO;IMPRUDENCIA DEL PEATÓN;CRUCE INDEBIDO POR LA CALZADA
A-2021-05-17;V-2021-05-17-2;P-2021-05-17-2-1;AREQUIPA;CAYLLOMA;SAN ANTONIO DE CHUCA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;22;MASCULINO;NO;VENCIDA;A IIb;NO INDICA;NO INDICA;NO;MOTOCICLETA;7/05/2021;2021;MAYO;VIERNES;19;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL
A-2021-05-18;V-2021-05-18-1;P-2021-05-18-1-2;ICA;NASCA;NASCA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;55;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;7/05/2021;2021;MAYO;VIERNES;4;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-05-18;V-2021-05-18-1;P-2021-05-18-1-1;ICA;NASCA;NASCA;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;18;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;SI;NEGATIVO;SI;MOTOCICLETA;7/05/2021;2021;MAYO;VIERNES;4;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-05-30;V-2021-05-30-1;P-2021-05-30-1-2;ANCASH;HUAYLAS;CARAZ;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;21;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;7/05/2021;2021;MAYO;VIERNES;20;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-05-30;V-2021-05-30-1;P-2021-05-30-1-1;ANCASH;HUAYLAS;CARAZ;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;26;MASCULINO;SI;VENCIDA;B;SI;NO INDICA;SI;MOTOCICLETA;7/05/2021;2021;MAYO;VIERNES;20;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-05-64;V-2021-05-64-1;P-2021-05-64-1-1;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;CAMINO AL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;31;MASCULINO;SI;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;SI;MOTOCICLETA;7/05/2021;2021;MAYO;VIERNES;10;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-05-109;V-2021-05-109-1;P-2021-05-109-1-1;JUNIN;CHANCHAMAYO;PICHANAQUI;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;22;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;8/05/2021;2021;MAYO;SÁBADO;3;CHOQUE;NO INDICA;NO INDICA
A-2021-05-109;V-2021-05-109-2;P-2021-05-109-2-1;JUNIN;CHANCHAMAYO;PICHANAQUI;CONDUCTOR;NO SE CONOCE;;;IDENTIFICADO;PERÚ;NO CORRESPONDE;18;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;8/05/2021;2021;MAYO;SÁBADO;3;CHOQUE;NO INDICA;NO INDICA
A-2021-05-109;V-2021-05-109-2;P-2021-05-109-2-2;JUNIN;CHANCHAMAYO;PICHANAQUI;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;21;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;8/05/2021;2021;MAYO;SÁBADO;3;CHOQUE;NO INDICA;NO INDICA
A-2021-05-153;V-2021-05-153-2;P-2021-05-153-2-2;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;49;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;SI;NEGATIVO;NO;AUTOMÓVIL;8/05/2021;2021;MAYO;SÁBADO;5;ATROPELLO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-05-20;V-2021-05-20-2;P-2021-05-20-2-1;PUNO;CHUCUITO;POMATA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;60;MASCULINO;NO;VENCIDA;A IIIc;NO;NO CORRESPONDE;NO;MOTOCICLETA;8/05/2021;2021;MAYO;SÁBADO;7;CHOQUE;NO INDICA;NO INDICA
A-2021-05-269;V-2021-05-269-1;P-2021-05-269-1-2;LIMA;HUARAL;HUARAL;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;75;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;SI;NEGATIVO;SI;TRIMOTO PASAJERO;8/05/2021;2021;MAYO;SÁBADO;19;ATROPELLO;NO INDICA;NO INDICA
A-2021-05-269;V-2021-05-269-1;P-2021-05-269-1-1;LIMA;HUARAL;HUARAL;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;24;MASCULINO;SI;VIGENTE;A I;SI;NEGATIVO;SI;TRIMOTO PASAJERO;8/05/2021;2021;MAYO;SÁBADO;19;ATROPELLO;NO INDICA;NO INDICA
A-2021-05-27;V-2021-05-27-2;P-2021-05-27-2-1;SAN MARTIN;MOYOBAMBA;CALZADA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;45;MASCULINO;SI;SIN LICENCIA;SIN LICENCIA;SI;NEGATIVO;SI;TRIMOTO PASAJERO;8/05/2021;2021;MAYO;SÁBADO;17;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-05-48;V-2021-05-48-1;P-2021-05-48-1-2;APURIMAC;ABANCAY;CURAHUASI;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;43;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;TRIMOTO CARGA;8/05/2021;2021;MAYO;SÁBADO;20;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-48;V-2021-05-48-1;P-2021-05-48-1-1;APURIMAC;ABANCAY;CURAHUASI;CONDUCTOR;LESIONADO;CENTRO DE SALUD PRIVADO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;34;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;SI;POSITIVO;SI;TRIMOTO CARGA;8/05/2021;2021;MAYO;SÁBADO;20;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-130;V-2021-05-130-1;P-2021-05-130-1-2;LIMA;LIMA;SAN JUAN DE MIRAFLORES;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;49;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;AUTOMÓVIL;9/05/2021;2021;MAYO;DOMINGO;2;ATROPELLO;IMPRUDENCIA DEL PEATÓN;ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-216;V-2021-05-216-1;P-2021-05-216-1-1;LIMA;BARRANCA;BARRANCA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;45;MASCULINO;SI;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;9/05/2021;2021;MAYO;DOMINGO;8;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-05-72;V-2021-05-72-1;P-2021-05-72-1-2;PIURA;PAITA;PAITA;PASAJERO;LESIONADO;NO INDICA;NO CORRESPONDE;IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;30;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO INDICA;NO INDICA;NO INDICA;TRIMOTO PASAJERO;9/05/2021;2021;MAYO;DOMINGO;4;CHOQUE CON OBJETO FIJO;NO IDENTIFICA LA CAUSA;NO INDICA
